Gene Name,"'Astrocytoma, Pilocytic' vs 'normal'.foldChange",'ependymoma' vs 'normal'.foldChange,'glioblastoma' vs 'normal'.foldChange,'medulloblastoma' vs 'normal'.foldChange
ENSG00000260142,0.3,0.2,0.2,0.1
LINC02673,,-0.2,,-0.2
ENSG00000260160,0.3,-0.1,0.4,0.6
ENSG00000260163,-0.2,-0.4,-0.3,-0.4
ENSG00000260171,0.1,,0.2,
ENSG00000260188,,,0.1,
ENSG00000260190,-0.3,-0.2,-0.2,-0.1
LINC02846,-0.9,-0.8,-0.8,-0.6
ENSG00000260202,0.2,0.1,0.2,
ENSG00000260205,-0.1,-0.1,-0.1,
ENSG00000260209,0.1,0.1,0.3,0.1
ENSG00000260217,,0.1,0.1,
CD2BP2-DT,-0.4,-0.2,-0.3,-0.5
CCDC187,-0.3,-0.1,-0.3,-0.2
FRRS1L,-1.4,-2.5,-2.8,-1.5
KDM7A-DT,-0.2,-0.1,-0.1,-0.5
ZNRD2-AS1,-0.1,0.1,0.1,0.2
ENSG00000260236,-0.2,-0.2,,0.1
ENSG00000260249,0.4,0.9,0.2,0.2
ENSG00000260253,0.3,0.1,0.3,0.1
ENSG00000260256,-0.2,-0.3,-0.2,-0.2
ENSG00000260257,-0.5,-0.5,-0.6,-0.1
ENSG00000260261,0.1,0.5,0.6,0.7
ENSG00000260262,-0.3,-0.3,-0.3,-0.2
LINC02562,,0.1,0.1,0.3
LINC00919,-0.1,-0.2,,-0.1
ENSG00000260273,-0.4,-0.4,-0.2,-0.2
ENSG00000260274,,0.1,-0.1,-0.3
ENSG00000260278,,-0.2,-0.1,
ENSG00000260279,-0.5,-0.7,-0.6,-0.2
ENSG00000260293,-0.1,-0.2,0.1,0.6
ENSG00000260296,0.2,0.1,0.3,1.7
ENSG00000260303,0.2,,0.2,0.1
ENSG00000260304,0.2,0.3,0.2,0.3
NTRK3-AS1,-0.3,-0.3,-0.3,-0.3
MRC1,-0.2,-0.7,-0.5,-0.5
ENSG00000260317,0.3,,0.3,1.0
COX6CP1,0.1,-0.2,-0.1,-0.2
ENSG00000260322,,-0.1,0.1,
HSPB9,-0.4,-0.2,-0.3,-0.2
ENSG00000260329,,0.2,0.3,0.6
ENSG00000260331,-0.4,-0.3,-0.3,0.5
ENSG00000260337,0.1,,0.1,0.5
HEXA-AS1,,-0.1,-0.1,
DNM1P34,0.3,0.3,0.4,0.3
ENSG00000260360,0.5,0.4,0.5,0.3
ENSG00000260361,,,,0.2
ENSG00000260366,0.1,0.2,0.2,0.4
ENSG00000260369,-0.1,-0.2,-0.1,-0.2
AQP4-AS1,-0.1,0.8,0.2,-0.3
ENSG00000260377,,-0.1,,
LDC1P,0.2,0.1,0.3,0.2
ENSG00000260392,0.1,0.2,0.1,
LINC02867,-0.6,-0.5,-0.5,-0.5
ENSG00000260400,0.8,0.9,0.5,1.9
ENSG00000260412,-2.3,-2.1,-2.2,-0.6
ENSG00000260416,,-0.1,-0.1,
ENSG00000260417,0.2,0.2,0.3,0.2
ENSG00000260418,-1.7,-1.8,-2.1,-2.3
ENSG00000260422,-0.3,-0.1,-0.1,-0.2
LINC01917,,-0.2,-0.2,-0.1
ATP2A1-AS1,-0.6,-0.3,-0.1,-0.2
C16orf95,,-0.1,-0.1,-0.2
ENSG00000260457,,,,-0.1
ENSG00000260460,,-0.3,-0.2,-0.3
ENSG00000260464,-0.5,-0.7,-0.6,-0.4
INSYN1-AS1,-0.6,-0.5,-0.6,-0.3
ENSG00000260475,0.1,,,-0.1
ENSG00000260476,-0.2,-0.2,-0.2,-0.2
ENSG00000260484,0.1,,,-0.1
ENSG00000260495,0.2,0.3,0.2,0.1
ENSG00000260500,-0.3,-0.2,-0.2,-0.3
ENSG00000260505,,-0.1,0.1,0.1
ENSG00000260509,0.6,0.5,0.5,0.4
ENSG00000260519,,0.1,0.1,0.2
ENSG00000260526,-0.4,0.1,,0.2
ENSG00000260532,-0.5,-0.3,-0.5,-0.3
ENSG00000260542,,-0.2,-0.1,-0.2
PWRN2,0.3,0.4,0.5,0.3
COSMOC,,0.2,0.2,0.1
ENSG00000260564,0.2,0.2,0.4,0.1
ERVK13-1,-0.2,0.1,-0.1,0.4
ENSG00000260569,,-0.2,-0.1,-0.3
ENSG00000260572,0.2,0.2,0.5,0.8
ENSG00000260578,0.3,-0.4,0.3,-0.3
ENSG00000260581,-1.3,-1.5,-1.4,-1.3
ENSG00000260583,-0.8,-0.5,-1.3,-1.0
ENSG00000260588,-0.4,-0.3,-0.4,-0.2
STAM-AS1,-0.2,-0.1,,0.5
ENSG00000260597,,,,-0.3
ENSG00000260600,-0.1,-0.1,,-0.1
ENSG00000260611,,-0.1,,0.2
ENSG00000260619,0.1,,0.1,0.1
ENSG00000260624,,,-0.1,-0.1
BGLT3,-0.2,-0.3,-0.2,-0.2
SNAI3-AS1,-0.2,-0.3,-0.4,-0.4
ENSG00000260633,0.1,,0.2,0.5
ENSG00000260640,,-0.4,-0.4,-0.3
ENSG00000260647,-0.1,0.2,-0.1,0.2
ENSG00000260651,-0.2,-0.1,-0.1,-0.1
ENSG00000260653,-0.3,-0.3,-0.2,-0.1
ENSG00000260661,,,,0.1
ENSG00000260664,1.2,-0.1,0.4,-0.9
LINC01541,,,0.1,0.4
ENSG00000260677,0.2,0.2,0.3,0.3
ENSG00000260683,,-0.1,,0.1
ENSG00000260695,,-0.1,-0.1,-0.2
ENSG00000260698,-0.1,0.1,-0.1,-0.2
LINC00543,-0.1,-0.2,,
ENSG00000260708,-0.7,-0.4,,0.2
ENSG00000260711,-0.5,0.6,-0.3,-0.5
ENSG00000260714,,,,-0.1
ENSG00000260715,0.2,,,
LINC01243,0.1,,0.2,0.2
ENSG00000260721,-0.3,-0.3,-0.3,-0.2
ENSG00000260735,-0.8,-0.3,-0.8,-0.5
LINC01227,,-0.1,,
ENSG00000260740,-0.2,-0.4,-0.3,-0.4
ENSG00000260742,,-0.1,,
ENSG00000260751,,,0.2,0.3
ENSG00000260755,0.4,0.5,,-0.3
ENSG00000260759,0.1,-0.1,0.1,0.1
ENSG00000260761,,0.1,0.1,
ENSG00000260771,,-0.1,,
ENSG00000260774,0.1,0.3,0.4,0.5
ENSG00000260777,0.2,0.2,0.3,0.2
ENSG00000260779,0.2,0.1,0.2,0.1
CASC17,0.5,0.2,0.3,0.3
ENSG00000260786,,-0.1,-0.1,
CDR2-DT,,-0.1,-0.1,
ENSG00000260793,,-0.2,,0.2
LINC01963,-0.1,-0.8,-0.6,-0.6
ENSG00000260805,,-0.1,0.3,0.6
PAPOLA-DT,-0.3,-0.2,-0.1,0.2
CEROX1,1.1,-0.9,0.2,-0.5
ENSG00000260810,-0.5,-0.3,-0.4,-0.2
ENSG00000260816,0.3,0.4,0.3,0.2
ENSG00000260830,,0.1,0.1,0.2
ENSG00000260838,-1.8,-1.2,-1.3,2.7
FBXL19-AS1,,-0.1,-0.1,-0.1
ENSG00000260855,0.1,0.2,0.1,0.2
ENSG00000260857,0.1,-0.1,,-0.1
ENSG00000260862,0.2,0.3,0.3,0.2
ENSG00000260871,-0.2,-0.3,-0.7,-0.4
HCCAT5,0.4,0.2,0.3,0.1
LINC02011,,0.1,,
XKR7,-0.9,-0.8,-0.7,0.4
ENSG00000260907,-0.3,0.2,0.1,0.1
LINC00565,0.4,-0.2,,-0.1
ENSG00000260912,,-0.6,,0.5
LINC01254,,,-0.1,
CCPG1,0.7,0.3,0.3,-0.1
ENSG00000260917,-0.7,-0.9,-1.0,-0.3
ENSG00000260918,-0.9,-1.2,-1.0,-1.3
ENSG00000260920,0.6,-0.1,0.4,1.1
LINC01416,0.2,0.1,0.2,
ENSG00000260937,0.2,-0.1,0.1,-0.2
LINC00622,-1.9,-3.2,-1.9,-1.7
CAPN10-DT,-0.4,-0.1,,0.1
LINC02555,,,-0.1,
ENSG00000260947,0.9,0.3,0.3,-0.3
ENSG00000260948,-0.2,-0.4,-0.5,-0.3
ENSG00000260949,,-0.1,,0.3
ENSG00000260955,-0.4,-0.4,-0.4,-0.3
LINC00557,0.3,0.4,0.4,0.3
ENSG00000260963,0.3,0.1,0.2,
ENSG00000260972,0.4,0.5,0.4,
USP7-AS1,0.3,0.3,0.3,0.2
ENSG00000260988,-0.3,-0.2,-0.2,-0.2
ENSG00000260989,-0.2,-0.2,-0.1,-0.1
DOCK9-DT,-0.3,-0.5,-0.5,-0.1
ENSG00000260995,,0.1,,
ENSG00000260996,0.2,,0.1,0.1
ENSG00000260997,-0.4,-0.3,-0.2,-0.3
ENSG00000261003,-0.2,-0.4,-0.3,-0.1
ENSG00000261019,0.1,-0.3,-0.1,-0.1
GS1-279B7.1,0.1,0.1,0.2,-0.1
ENSG00000261025,0.1,0.1,0.2,-0.2
ENSG00000261026,0.1,-0.1,0.1,-0.1
ENSG00000261030,,0.1,0.1,-0.1
SPECC1-DT,-0.3,-0.5,-0.2,-0.2
ENSG00000261035,-0.2,-0.5,-0.3,-0.3
ENSG00000261036,0.1,,0.3,
ENSG00000261037,-1.8,-1.9,-1.8,-1.5
ENSG00000261038,,,0.1,
LINC02544,,,,0.2
WFDC21P,0.4,0.1,0.3,0.2
ENSG00000261043,-0.4,-0.3,-0.3,-0.4
ENSG00000261044,,,,0.1
ENSG00000261051,0.9,0.9,0.9,0.2
ENSG00000261055,0.4,0.4,0.5,0.4
ENSG00000261056,-0.4,-0.6,-0.3,-0.4
LINC00555,-0.1,-0.1,,-0.1
ENSG00000261070,,-0.1,-0.1,
ENSG00000261071,-0.5,-0.4,-0.5,-0.3
ENSG00000261076,0.4,0.1,0.2,0.2
ZNNT1,-1.5,-1.8,-1.7,-1.0
ENSG00000261093,-0.1,-0.3,-0.3,-0.3
ENSG00000261094,-0.2,,0.2,0.5
ENSG00000261095,0.1,0.1,0.1,
ENSG00000261096,-0.9,-0.7,-0.9,-0.7
LINC00563,0.4,0.3,0.3,0.2
ENSG00000261098,-1.2,-1.4,-1.5,-0.1
TMEM178B,-0.3,-1.1,-0.4,-0.2
RBFADN,-0.3,,-0.1,0.2
ENSG00000261127,-0.1,-0.1,,
ENSG00000261136,,0.1,0.1,0.1
EPPK1,-0.1,2.9,0.2,
ENSG00000261167,-0.3,-0.4,-0.4,0.1
ENSG00000261182,,,-0.1,
SPINT1-AS1,-0.4,-0.4,-0.4,-0.4
LINC01238,-0.6,-0.2,-0.3,-0.3
ENSG00000261187,,,0.2,0.2
TFIP11-DT,-0.6,0.3,-0.1,0.4
ENSG00000261189,0.4,0.1,-0.1,0.8
RNF126P1,-0.4,-0.3,-0.2,-0.2
LINC01898,,-0.2,-0.1,
TNRC6B-DT,,0.1,0.2,0.1
LINC00561,0.1,0.1,0.2,0.1
ENSG00000261213,,,0.1,1.4
ST3GAL1-DT,-0.6,-0.7,-0.3,-0.2
ZNF865,-0.1,-0.4,-0.3,-0.1
ENSG00000261222,,,0.1,-0.2
BOP 1.00,-0.1,,,0.2
ENSG00000261238,-0.5,-0.5,-0.5,-0.5
ENSG00000261240,-0.4,-0.2,-0.3,-0.2
ENSG00000261242,,,0.1,
LINC01751,0.1,0.1,0.2,-0.1
EFCAB6-DT,0.1,0.1,0.1,0.3
ENSG00000261257,,-0.1,-0.1,
ENSG00000261260,-0.2,-0.3,-0.3,-0.3
ENSG00000261265,-0.1,-0.2,,
ENSG00000261268,-0.1,-0.1,-0.1,0.3
ENSG00000261275,,-0.1,-0.1,0.1
ATP2C2-AS1,-0.6,-0.6,-0.6,-0.5
ENSG00000261292,-3.7,-2.3,-3.3,-2.7
ENSG00000261296,,,0.1,
ENSG00000261298,0.1,0.1,0.2,0.2
ENSG00000261303,-0.7,-0.6,-0.7,-0.4
ENSG00000261305,-0.1,-0.2,,-0.1
ENSG00000261314,0.4,0.5,0.5,0.3
LINC01834,0.2,0.5,0.1,0.1
LINC02152,-0.1,-0.1,-0.1,-0.2
ENSG00000261324,-0.4,-0.5,-0.2,0.3
LINC02192,-0.5,-0.6,-0.5,-0.2
LINC01355,0.3,0.1,0.3,0.9
ENSG00000261327,-0.3,-0.4,-0.4,-0.3
ENSG00000261329,-1.1,-1.2,-0.7,-1.3
ENSG00000261334,,,,-0.1
ENSG00000261335,0.5,0.9,0.6,0.9
ENSG00000261338,-0.7,-0.7,-0.7,-0.7
LINC01616,-1.9,-2.2,-1.9,-1.9
ENSG00000261342,-1.1,-1.0,-0.9,-0.7
ENSG00000261357,,-0.2,,
PYCARD-AS1,,-0.1,,-0.1
ENSG00000261368,0.1,0.1,,
PECAM1,0.5,0.1,0.4,-0.2
VPS9D1-AS1,,-0.3,-0.2,-0.1
ENSG00000261379,,-0.1,,-0.1
ENSG00000261386,-0.5,-0.5,-0.4,-0.3
ENSG00000261399,-1.0,-0.1,-0.8,-0.6
PSMD7-DT,-0.1,-0.1,-0.1,-0.1
TMEM202-AS1,-0.2,-0.1,-0.1,
LINC01613,0.1,,,
GNAO1-AS1,-0.5,-0.5,-0.5,-0.4
POLG-DT,-0.3,-0.3,-0.3,-0.3
ENSG00000261442,-0.5,-0.4,-0.4,-0.3
LINC00559,-0.2,-0.2,-0.2,-0.1
ENSG00000261447,-0.5,-0.5,-0.5,-0.6
ENSG00000261448,,-0.2,,
ENSG00000261449,,-0.2,-0.1,
LINC01735,,-0.1,-0.1,
LINC01003,0.6,-0.2,0.7,0.3
ENSG00000261460,0.1,0.1,0.2,
ENSG00000261462,-0.4,-0.6,-0.4,0.2
ENSG00000261468,0.3,0.2,0.3,0.2
ENSG00000261474,,-0.1,0.2,0.6
ENSG00000261478,0.8,0.3,0.7,0.8
PAN3-AS1,0.1,0.2,-0.2,0.2
TBILA,,,-0.1,-0.1
ENSG00000261490,0.5,0.8,0.9,0.5
ENSG00000261502,,-0.2,-0.2,
LINC01686,-0.2,-0.2,,-0.2
ENSG00000261526,-0.5,-0.3,0.5,0.5
ENSG00000261529,-0.1,-0.1,-0.1,-0.1
LINC01859,,-0.1,,
ENSG00000261572,-0.2,-0.4,-0.4,-0.4
ENSG00000261575,-0.3,-0.3,-0.3,-0.3
ENSG00000261578,0.2,0.3,0.6,1.0
TPBGL,-1.1,-1.3,-1.0,-0.2
ENSG00000261596,,-0.3,,0.1
GAN,-0.2,0.3,-0.3,-0.3
ENSG00000261610,-0.4,-0.3,-0.2,-0.1
ENSG00000261613,-0.2,-0.8,-0.3,0.3
LINC01858,-0.3,-0.3,-0.3,-0.2
ENSG00000261616,0.2,0.3,0.1,
LINC02179,0.1,-0.1,0.1,-0.1
ENSG00000261627,0.2,,0.1,
ENSG00000261646,,-0.1,-0.2,
C15orf65,0.5,2.1,0.3,0.4
ENSG00000261654,0.1,0.4,0.5,0.6
ENSG00000261655,-0.1,-0.1,,-0.1
LINC00560,-0.1,,,
SCRT1,-1.7,-1.7,-1.4,-0.2
LINC00838,,,,0.2
ENSG00000261693,-0.1,-0.1,,-0.1
ENSG00000261696,0.1,,,
ENSG00000261697,-0.2,-0.3,-0.2,-0.2
HPR,-0.3,-0.5,-0.8,-1.5
LINC00165,,0.2,,-0.1
ENSG00000261710,-0.1,-0.2,,0.1
SSTR5-AS1,,0.2,0.1,-0.1
LINC01477,,0.2,0.1,
ENSG00000261728,-0.9,-1.5,-1.2,-0.6
ENSG00000261734,-0.2,-0.2,-0.1,-0.1
CLCA4-AS1,-0.1,-0.3,-0.2,-0.8
MIR3976HG,-0.1,-0.1,-0.1,-0.3
LINC00922,,-0.1,-0.1,
LINC02180,-0.3,-0.2,-0.2,-0.2
ENSG00000261754,0.2,0.5,0.9,1.1
ENSG00000261757,0.6,-0.1,0.1,-0.2
STAG1-DT,0.3,0.2,0.2,0.3
LINC02616,0.1,-0.1,0.1,0.1
ENSG00000261773,-0.1,-0.1,-0.1,0.1
DDX19A-DT,,0.3,0.1,0.5
LINC02582,,,0.1,0.2
LINC01654,-0.2,-0.3,-0.2,-0.2
ENSG00000261786,0.2,-2.5,-0.8,-2.8
TCF24,,0.4,,
ENSG00000261790,,,,0.1
ENSG00000261795,0.2,,0.2,0.2
ENSG00000261798,-0.7,-0.7,-0.7,-0.6
ENSG00000261799,0.3,0.5,0.2,0.9
LOXL1-AS1,0.9,1.3,1.3,2.3
LINC02140,,,0.1,0.1
LINC00662,0.2,0.1,0.3,0.1
ENSG00000261829,-0.5,-0.2,-0.2,-1.1
ENSG00000261839,,,,0.2
ENSG00000261842,,-0.2,-0.1,
ENSG00000261845,-0.6,-0.5,-0.7,0.1
LINC02186,,,0.1,0.2
LINC01996,,-0.1,-0.1,-0.3
ZNF594-DT,,-0.1,,0.1
ENSG00000261888,-0.5,-0.4,-0.6,-0.3
ENSG00000261916,-0.2,,-0.3,
ENSG00000261924,-0.4,-0.3,-0.3,-0.2
PCDHGA9,,-0.1,-0.2,-0.2
ENSG00000261959,-0.1,-0.1,-0.2,-0.5
ENSG00000261970,-0.1,,-0.1,0.7
MMP25-AS1,-0.1,-0.1,,-0.3
DLGAP1-AS2,0.6,1.5,0.9,0.2
LINC01974,,-0.1,-0.1,
ENSG00000262038,-0.1,-0.1,-0.2,-0.1
ENSG00000262049,-0.3,-0.4,-0.3,
RPH3AL-AS1,-0.4,-0.6,-0.4,-0.5
DKFZP434A062,-0.2,-0.1,-0.1,-0.2
ENSG00000262079,0.1,,0.1,0.1
ENSG00000262089,0.5,0.2,0.2,0.1
BCAR4,0.1,-0.1,,
ENSG00000262119,0.1,,0.3,0.1
ENSG00000262133,-0.3,-0.3,-0.3,-0.2
LINC00514,-0.3,-0.2,-0.3,-0.3
LINC00514,-0.5,-0.2,-0.5,-0.5
LINC02175,0.1,,,0.1
ENSG00000262160,0.2,0.2,0.2,-0.1
MYMX,0.1,0.1,0.1,0.1
ENSG00000262228,0.3,0.1,0.3,
ENSG00000262231,-0.1,-0.2,-0.2,-0.3
CORO7,0.5,-0.4,0.3,
MMP12,0.2,0.6,1.1,1.2
ENSG00000262420,0.3,0.5,0.4,0.2
LINC01569,0.1,0.5,0.4,0.3
ENSG00000262580,0.1,0.4,0.3,0.9
ENSG00000262587,,0.1,0.2,
ENSG00000262652,0.1,0.1,0.1,0.1
SPON1,-0.1,-0.4,0.1,
ENSG00000262691,-0.3,-0.3,-0.4,-0.2
ENSG00000262703,0.4,0.4,0.4,0.4
ENSG00000262714,0.3,0.2,0.3,0.2
ENSG00000262768,-0.3,-0.3,-0.2,-0.1
LINC01977,0.2,0.3,0.3,1.1
ENSG00000262801,0.6,-0.1,0.1,-0.1
ENSG00000262873,0.1,0.2,0.1,0.1
C19orf84,0.5,0.5,0.6,0.1
ENSG00000262877,-0.9,-0.8,-0.6,0.5
ENSG00000262879,-0.4,-0.2,-0.3,-0.1
CCNQ,-0.7,-0.9,-0.7,-0.5
ALOX12P2,,,0.1,-0.2
ENSG00000262999,-0.1,-0.1,,
GTF2I,0.5,1.5,0.7,1.7
ZNF234,1.0,0.8,1.2,1.1
ENSG00000263063,,0.2,0.1,-0.2
RNF213-AS1,-0.4,0.5,-0.3,0.1
ZNF213-AS1,-0.1,0.3,0.1,0.2
ENSG00000263089,0.1,,,
LINC01896,-0.2,-1.4,0.7,-2.1
MYZAP,1.3,0.4,,-0.5
DPEP2NB,0.2,0.1,0.2,-0.1
ENSG00000263235,-0.2,-0.2,-0.2,0.3
ENSG00000263279,,-0.2,-0.3,
EFCAB13-DT,,-0.2,-0.1,
NFE2L1-DT,-0.3,-0.1,-0.1,-0.1
SRSF8,0.5,0.2,0.3,0.3
ENSG00000263499,,0.1,0.1,0.1
IKBKE,0.5,0.2,0.5,-0.1
ENSG00000263547,-0.2,-0.2,-0.1,-0.3
LINC02002,,-0.2,-0.1,
ENSG00000263624,0.3,0.1,0.2,
MSMB,-0.5,-0.6,-0.6,-0.5
ENSG00000263667,0.2,0.1,0.3,0.2
LINC02864,0.2,0.2,0.2,
DLGAP1-AS3,-1.4,-1.3,-1.3,-0.8
ENSG00000263731,0.1,,0.2,0.7
ENSG00000263745,,-0.1,,0.1
LINC00667,0.2,0.2,0.1,0.3
GDF2,-0.2,-0.2,-0.3,-0.3
RDM1P5,0.2,0.2,0.2,0.4
ENSG00000263823,-0.3,-0.5,-0.3,-0.7
ENSG00000263826,,0.1,0.2,
LINC00672,-0.3,-2.4,-1.4,-2.8
ENSG00000263938,-0.4,-0.4,-0.4,-0.2
NETO1-DT,-0.2,-0.3,0.3,-0.5
RHEX,0.1,-0.1,,
LINC02003,-0.1,-0.1,-0.1,-0.1
ENSG00000264112,0.2,0.6,0.3,0.9
MAGOH2P,0.2,0.3,0.3,0.3
ENSG00000264177,-0.4,-0.5,-0.3,-0.2
ENSG00000264207,-0.4,0.3,0.2,0.6
ENSG00000264243,,-0.1,0.1,
ZNF407-AS1,0.7,0.8,0.8,1.1
ZNF236-DT,0.1,0.1,0.3,
ENSG00000264324,,,,0.2
DYNLL2,-0.6,-1.0,-0.8,-0.5
MYH4,,0.2,0.1,
ENSG00000264449,,-0.1,-0.1,
ENSG00000264451,-0.5,-0.7,-0.3,-0.6
LINC02837,0.3,0.2,0.3,0.2
VSTM2B-DT,0.2,-0.2,,-0.2
OTUD7B,0.1,-0.8,-0.6,-0.8
ENSG00000264546,,-0.1,-0.1,
LINC00526,-0.1,,,0.7
ENSG00000264577,-0.7,-0.7,-0.6,-0.2
MAPT-AS1,-0.4,-0.4,-0.4,-0.4
ENSG00000264596,0.4,0.2,0.3,0.1
PRKCA-AS1,,,,-0.1
ENSG00000264635,0.5,0.6,0.7,0.8
ENSG00000264643,,0.1,0.2,0.2
ENSG00000264705,,,0.1,
L3MBTL4-AS1,-0.1,-0.4,-0.1,-0.3
KIAA0895LP1,-0.3,-0.4,-0.3,-0.4
ENSG00000264727,,,,0.3
ENSG00000264735,-0.1,-0.2,,-0.1
ENSG00000264845,-0.3,-0.2,-0.2,
DSG2-AS1,0.3,0.3,0.2,0.3
ENSG00000264895,-0.3,-0.3,-0.3,
ENSG00000264914,0.1,,,-0.2
SP2-DT,-0.2,0.2,-0.2,-0.3
SH3GL1P2,-0.2,-0.2,-0.3,-0.1
ENSG00000264968,-0.3,0.2,-0.1,-0.4
ENSG00000264985,-0.1,-0.3,-0.1,-0.2
ENSG00000264990,0.2,0.2,0.3,0.2
MARCHF10-DT,,-0.1,,-0.2
ENSG00000265055,-0.2,,-0.1,-0.1
PPY2P,-0.3,-0.4,-0.5,-0.4
C1QTNF1-AS1,-0.5,-0.4,-0.4,-0.3
GJA5,-0.1,-0.2,-0.1,
ENSG00000265121,0.1,0.1,0.1,0.1
ENSG00000265125,0.2,0.2,0.3,0.1
MIR133A1HG,,-0.1,-0.1,
TSPOAP1-AS1,-0.8,0.1,-0.6,-0.2
LRRC37A7P,,0.3,,-0.1
RBP3,-0.1,-0.1,-0.2,0.1
ENSG00000265222,-0.3,-0.2,-0.2,
RBM8A,-0.1,0.3,,0.5
ENSG00000265246,-0.5,-0.5,-0.4,-0.4
MIR5188,,-0.1,,
TIMM23,-0.4,-0.2,-0.2,-0.1
PCAT18,,0.1,,
ENSG00000265399,0.2,0.1,0.1,0.1
MIR3682,0.8,0.2,-0.2,-2.0
ENSG00000265460,-0.4,-0.2,-0.4,-0.2
DTX2P1-UPK3BP1-PMS2P11,-0.2,-0.1,,0.3
RNF115,0.4,0.5,0.1,-0.3
ENSG00000265542,0.1,0.2,0.2,
AA06,-0.3,-0.3,-0.2,-0.3
ENSG00000265625,,-0.3,-0.1,-0.1
RARA-AS1,0.4,0.3,0.2,0.5
MAFG-DT,0.1,0.3,0.2,0.3
ENSG00000265689,,,,0.1
LINC01970,0.3,0.3,0.4,0.3
ENSG00000265713,-0.1,-0.7,0.1,0.5
ZNF488,-0.6,-1.8,-1.3,-1.6
CYP4F35P,0.1,-0.1,0.1,-0.1
SEC22B,-0.1,,-0.1,-0.4
FSBP,1.3,0.7,1.0,0.4
MIR3939,-0.9,-0.8,,0.3
LINC01029,0.2,0.1,0.1,0.1
ENSG00000265845,-0.4,-0.4,-0.4,-0.3
MIR3685,-0.4,-0.2,-0.2,0.8
LINC00668,0.3,0.2,0.3,0.1
ENSG00000265967,0.3,0.1,0.1,0.4
TXNIP,0.7,0.5,0.6,0.5
ESRG,0.1,0.1,0.1,0.3
GATA6-AS1,0.5,0.2,0.4,0.3
SRGAP2,-0.6,-0.6,-0.5,0.2
NDUFV2-AS1,-0.5,-0.4,-0.6,0.1
BAHCC1,0.1,0.2,,1.6
RASSF5,-0.2,-0.6,-0.4,-1.7
STRADA,0.2,0.3,0.3,0.4
PNLIPRP2,-0.2,-0.3,-0.2,-0.2
ENSG00000266208,0.4,0.4,0.2,0.4
LINC00683,0.2,0.2,0.3,0.2
KLF14,,,,0.1
ENSG00000266289,,-0.2,-0.1,
LINC01927,0.1,0.2,0.1,0.2
ENSG00000266401,,,,-0.2
CBX3P2,0.3,0.5,0.2,0.4
NCOA4,0.5,0.1,-0.1,0.1
ENSG00000266456,-0.3,-0.3,-0.2,-0.3
MRPS21,-0.3,,0.1,
ENSG00000266498,,0.1,0.1,0.1
ENSG00000266505,,-0.1,,-0.1
GDF10,-0.3,2.1,-2.2,-1.3
ENSG00000266677,-0.2,-0.2,-0.1,-0.3
ENSG00000266680,0.1,,,-0.1
ENSG00000266709,0.1,0.2,0.5,0.2
MIR3149,-0.2,-0.1,-0.1,-0.2
MYO15B,0.2,0.2,-0.1,-0.1
TBC1D29P,-0.2,-0.2,-0.2,
GAPLINC,-0.2,-0.1,,-0.1
ENSG00000266844,0.2,0.1,0.1,
ENSG00000266865,0.4,0.3,0.1,
ENSG00000266893,0.4,0.2,0.3,0.3
LINC00663,,1.0,0.1,0.1
ZNF793-AS1,0.1,0.1,0.1,0.7
ENSG00000266918,,,,0.3
ACTBP9,1.4,1.1,1.3,1.4
ENSG00000266947,,0.1,,0.2
LINC01538,0.1,0.1,0.1,0.1
HSD17B1-AS1,,-0.3,-0.1,0.2
ENSG00000266968,,0.2,0.2,
LINC01180,-0.1,-0.2,-0.2,-0.2
ENSG00000266985,,,0.1,-0.1
ENSG00000266988,0.5,0.2,0.4,0.4
ENSG00000266990,-0.2,-0.2,-0.2,-0.1
ENSG00000267009,,-0.1,,0.3
LINC01532,-0.7,-0.2,-0.7,-0.8
LRRC37A16P,-0.2,-0.2,-0.2,-0.2
TCF4-AS1,0.2,0.3,0.4,0.2
ENSG00000267039,,,,0.1
ENSG00000267040,0.5,0.3,0.6,0.5
ZNF850,1.3,0.7,1.7,2.0
LINC01905,-0.3,-0.2,-0.2,-0.2
PTGES3L,-0.4,-0.5,-0.5,-0.4
ENSG00000267073,-0.3,-0.3,-0.3,-0.3
ASB16-AS1,0.6,0.7,0.6,1.6
SLC14A2-AS1,-0.5,-0.5,-0.5,-0.3
ILF3-DT,-0.2,0.1,0.3,0.9
ZNF561-AS1,0.3,0.5,0.3,0.2
PCAT19,0.1,-0.2,-0.1,-0.2
ENSG00000267114,0.1,,0.4,0.1
SCAT1,,-0.1,-0.1,-0.1
ENSG00000267127,-0.5,-0.2,-0.2,
RNF157-AS1,1.1,1.1,0.8,-0.6
LINC01924,0.1,,0.2,
LINC01842,-0.1,-0.2,-0.1,-0.2
ENSG00000267150,0.2,0.2,0.2,0.1
ENSG00000267152,0.6,,0.4,0.6
ENSG00000267160,-1.3,-1.3,-1.5,-1.1
ENSG00000267172,,,0.1,
ENSG00000267174,-0.1,-0.2,,0.1
LINC01775,-0.4,-0.5,-0.5,-0.3
LINC01782,,,-0.1,
LCN6,0.1,,0.1,-0.1
DPY19L3-DT,-0.3,,,0.1
C17orf113,-0.2,-0.1,-0.3,-0.2
ENSG00000267222,-0.6,-0.6,-0.6,-0.3
ENSG00000267232,-0.6,-0.4,-0.5,-0.5
ENSG00000267239,-0.1,-0.1,0.1,-0.1
ENSG00000267244,-0.4,-0.2,-0.2,-0.1
